stn; yyyyMMddHHmm; rre150z0
HER;201002142310;0
HER;201002142320;0
HER;201002142330;0
HER;201002142340;0
HER;201002142350;0
HER;201002150000;0
HER;201002150010;0
HER;201002150020;0
HER;201002150030;0
HER;201002150040;0
HER;201002150050;0
HER;201002150100;0
HER;201002150110;0
HER;201002150120;0
HER;201002150130;0
HER;201002150140;0
HER;201002150150;0
HER;201002150200;0
HER;201002150210;0
HER;201002150220;0
HER;201002150230;0
HER;201002150240;0
HER;201002150250;0
HER;201002150300;0
HER;201002150310;0
HER;201002150320;0
HER;201002150330;0
HER;201002150340;0
HER;201002150350;0
HER;201002150400;0
HER;201002150410;0
HER;201002150420;0
HER;201002150430;0
HER;201002150440;0
HER;201002150450;0
HER;201002150500;0
HER;201002150510;0
HER;201002150520;0
HER;201002150530;0
HER;201002150540;0
HER;201002150550;0
HER;201002150600;0
HER;201002150610;0
HER;201002150620;0
HER;201002150630;0
HER;201002150640;0
HER;201002150650;0
HER;201002150700;0
HER;201002150710;0
HER;201002150720;0
HER;201002150730;0
HER;201002150740;0
HER;201002150750;0
HER;201002150800;0
HER;201002150810;0
HER;201002150820;0
HER;201002150830;0
HER;201002150840;0
HER;201002150850;0
HER;201002150900;0
HER;201002150910;0
HER;201002150920;0
HER;201002150930;0
HER;201002150940;0
HER;201002150950;0
HER;201002151000;0
HER;201002151010;0
HER;201002151020;0
HER;201002151030;0
HER;201002151040;0
HER;201002151050;0
HER;201002151100;0
HER;201002151110;0
HER;201002151120;0
HER;201002151130;0
HER;201002151140;0
HER;201002151150;0
HER;201002151200;0
HER;201002151210;0
HER;201002151220;0
HER;201002151230;0
HER;201002151240;0
HER;201002151250;0
HER;201002151300;0
HER;201002151310;0
HER;201002151320;0
HER;201002151330;0
HER;201002151340;0
HER;201002151350;0
HER;201002151400;0
HER;201002151410;0
HER;201002151420;0
HER;201002151430;0
HER;201002151440;0
HER;201002151450;0
HER;201002151500;0
HER;201002151510;0
HER;201002151520;0
HER;201002151530;0
HER;201002151540;0
HER;201002151550;0
HER;201002151600;0
HER;201002151610;0
HER;201002151620;0
HER;201002151630;0
HER;201002151640;0
HER;201002151650;0
HER;201002151700;0
HER;201002151710;0
HER;201002151720;0
HER;201002151730;0
HER;201002151740;0
HER;201002151750;0
HER;201002151800;0
HER;201002151810;0
HER;201002151820;0
HER;201002151830;0
HER;201002151840;0
HER;201002151850;0
HER;201002151900;0
HER;201002151910;0
HER;201002151920;0
HER;201002151930;0
HER;201002151940;0
HER;201002151950;0
HER;201002152000;0
HER;201002152010;0
HER;201002152020;0
HER;201002152030;0
HER;201002152040;0
HER;201002152050;0
HER;201002152100;0
HER;201002152110;0
HER;201002152120;0
HER;201002152130;0
HER;201002152140;0
HER;201002152150;0
HER;201002152200;0
HER;201002152210;0
HER;201002152220;0
HER;201002152230;0
HER;201002152240;0
HER;201002152250;0
HER;201002152300;0
HER;201002152310;0
HER;201002152320;0
HER;201002152330;0
HER;201002152340;0
HER;201002152350;0
HER;201002160000;0
HER;201002160010;0
HER;201002160020;0
HER;201002160030;0
HER;201002160040;0
HER;201002160050;0
HER;201002160100;0
HER;201002160110;0
HER;201002160120;0
HER;201002160130;0
HER;201002160140;0
HER;201002160150;0
HER;201002160200;0
HER;201002160210;0
HER;201002160220;0
HER;201002160230;0
HER;201002160240;0
HER;201002160250;0
HER;201002160300;0
HER;201002160310;0
HER;201002160320;0
HER;201002160330;0
HER;201002160340;0
HER;201002160350;0
HER;201002160400;0
HER;201002160410;0
HER;201002160420;0
HER;201002160430;0
HER;201002160440;0
HER;201002160450;0
HER;201002160500;0
HER;201002160510;0
HER;201002160520;0
HER;201002160530;0
HER;201002160540;0
HER;201002160550;0
HER;201002160600;0
HER;201002160610;0
HER;201002160620;0
HER;201002160630;0
HER;201002160640;0
HER;201002160650;0
HER;201002160700;0
HER;201002160710;0
HER;201002160720;0
HER;201002160730;0
HER;201002160740;0
HER;201002160750;0
HER;201002160800;0
HER;201002160810;0
HER;201002160820;0
HER;201002160830;0
HER;201002160840;0
HER;201002160850;0
HER;201002160900;0
HER;201002160910;0
HER;201002160920;0
HER;201002160930;0
HER;201002160940;0
HER;201002160950;0
HER;201002161000;0
HER;201002161010;0
HER;201002161020;0
HER;201002161030;0
HER;201002161040;0
HER;201002161050;0
HER;201002161100;0
HER;201002161110;0
HER;201002161120;0
HER;201002161130;0
HER;201002161140;0
HER;201002161150;0
HER;201002161200;0
HER;201002161210;0
HER;201002161220;0
HER;201002161230;0
HER;201002161240;0
HER;201002161250;0
HER;201002161300;0
HER;201002161310;0
HER;201002161320;0
HER;201002161330;0
HER;201002161340;0
HER;201002161350;0
HER;201002161400;0
HER;201002161410;0
HER;201002161420;0
HER;201002161430;0
HER;201002161440;0
HER;201002161450;0
HER;201002161500;0
HER;201002161510;0
HER;201002161520;0
HER;201002161530;0
HER;201002161540;0
HER;201002161550;0
HER;201002161600;0
HER;201002161610;0
HER;201002161643;0
HER;201002161650;0
HER;201002161700;0
HER;201002170749;0
HER;201002170750;0
HER;201002170804;0
HER;201002170810;0
HER;201002170820;0
HER;201002170845;0
HER;201002181636;0
HER;201002191750;0
HER;201002191800;0
HER;201002191810;0
HER;201002191820;0
HER;201002191830;0
HER;201002191840;0
HER;201002191850;0
HER;201002191900;0
HER;201002191910;0
HER;201002191920;0
HER;201002191930;0
HER;201002191940;0
HER;201002191950;0
HER;201002192000;0
HER;201002192010;0
HER;201002192020;0
HER;201002192030;0
HER;201002192040;0
HER;201002192050;0
HER;201002192100;0
HER;201002192110;0
HER;201002192120;0
HER;201002192130;0
HER;201002192140;0
HER;201002192150;0
HER;201002192200;0
HER;201002192210;0
HER;201002192220;0
HER;201002192230;0
HER;201002192240;0
HER;201002192250;0
HER;201002192300;0
HER;201002192310;0
HER;201002192320;0
HER;201002192330;0
HER;201002192340;0
HER;201002192350;0
HER;201002200000;0
HER;201002200010;0
HER;201002200020;0
HER;201002200030;0
HER;201002200040;0
HER;201002200050;0
HER;201002200100;0
HER;201002200110;0
HER;201002200120;0
HER;201002200130;0
HER;201002200140;0
HER;201002200150;0
HER;201002200200;0
HER;201002200210;0
HER;201002200220;0
HER;201002200230;0
HER;201002200240;0
HER;201002200250;0
HER;201002200300;0
HER;201002200310;0
HER;201002200320;0
HER;201002200330;0
HER;201002200340;0
HER;201002200350;0
HER;201002200400;0
HER;201002200410;0
HER;201002200420;0
HER;201002200430;0
HER;201002200440;0
HER;201002200450;0
HER;201002200500;0
HER;201002200510;0
HER;201002200520;0
HER;201002200530;0
HER;201002200540;0
HER;201002200550;0
HER;201002200600;0
HER;201002200610;0
HER;201002200620;0
HER;201002200630;0
HER;201002200640;0
HER;201002200650;0
HER;201002200700;0
HER;201002200710;0
HER;201002200720;0
HER;201002200730;0
HER;201002200740;0
HER;201002200750;0
HER;201002200800;0
HER;201002200810;0
HER;201002200820;0
HER;201002200830;0
HER;201002200840;0
HER;201002200850;0
HER;201002200900;0
HER;201002200910;0
HER;201002200920;0
HER;201002200930;0
HER;201002200940;0
HER;201002200950;0
HER;201002201000;0
HER;201002201010;0
HER;201002201020;0
HER;201002201030;0
HER;201002201040;0
HER;201002201050;0
HER;201002201100;0
HER;201002201110;0
HER;201002201120;0
HER;201002201130;0
HER;201002201140;0
HER;201002201150;0
HER;201002201200;0
HER;201002201210;0
HER;201002201220;0
HER;201002201230;0
HER;201002201240;0
HER;201002201250;0
HER;201002201300;0
HER;201002201310;0
HER;201002201320;0
HER;201002201330;0
HER;201002201340;0
HER;201002201350;0
HER;201002201400;0
HER;201002201410;0
HER;201002201420;0
HER;201002201430;0
HER;201002201440;0
HER;201002201450;0
HER;201002201500;0
HER;201002201510;0
HER;201002201520;0
HER;201002201530;0
HER;201002201540;0
HER;201002201550;0
HER;201002201600;0
HER;201002201610;0
HER;201002201620;0
HER;201002201630;0
HER;201002201640;0
HER;201002201650;0
HER;201002201700;0
HER;201002201710;0
HER;201002201720;0
HER;201002201730;0
HER;201002201740;0
HER;201002201750;0
HER;201002201800;0
HER;201002201810;0
HER;201002201820;0
HER;201002201830;0
HER;201002201840;0
HER;201002201850;0
HER;201002201900;0
HER;201002201910;0
HER;201002201920;0
HER;201002201930;0
HER;201002201940;0
HER;201002201950;0
HER;201002202000;0
HER;201002202010;0
HER;201002202020;0
HER;201002202030;0
HER;201002202040;0
HER;201002202050;0
HER;201002202100;0
HER;201002202110;0
HER;201002202120;0
HER;201002202130;0
HER;201002202140;0
HER;201002202150;0
HER;201002202200;0.2
HER;201002202210;0
HER;201002202220;0
HER;201002202230;0
HER;201002202240;0
HER;201002202250;0
HER;201002202300;0.6
HER;201002202310;0.4
HER;201002202320;0.4
HER;201002202330;0.8
HER;201002202340;0.8
HER;201002202350;0.2
HER;201002210000;0.2
HER;201002210010;0.2
HER;201002210020;0
HER;201002210030;0
HER;201002210040;0
HER;201002210050;0.4
HER;201002210100;0.4
HER;201002210110;0.4
HER;201002210120;0
HER;201002210130;0
HER;201002210140;0
HER;201002210150;0
HER;201002210200;0
HER;201002210210;0
HER;201002210220;0
HER;201002210230;0
HER;201002210240;0
HER;201002210250;0
HER;201002210300;0
HER;201002210310;0
HER;201002210320;0
HER;201002210330;0
HER;201002210340;0
HER;201002210350;0
HER;201002210400;0
HER;201002210410;0
HER;201002210420;0
HER;201002210430;0
HER;201002210440;0
HER;201002210450;0
HER;201002210500;0
HER;201002210510;0
HER;201002210520;0
HER;201002210530;0
HER;201002210540;0
HER;201002210550;0
HER;201002210600;0
HER;201002210610;0
HER;201002210620;0
HER;201002210630;0
HER;201002210640;0
HER;201002210650;0
HER;201002210700;0
HER;201002210710;0
HER;201002210720;0
HER;201002210730;0
HER;201002210740;0
HER;201002210750;0
HER;201002210800;0
HER;201002210810;0
HER;201002210820;0
HER;201002210830;0
HER;201002210840;0
HER;201002210850;0
HER;201002210900;0
HER;201002210910;0
HER;201002210920;0
HER;201002210930;0
HER;201002210940;0
HER;201002210950;0
HER;201002211000;0
HER;201002211010;0
HER;201002211020;0
HER;201002211030;0
HER;201002211040;0
HER;201002211050;0
HER;201002211100;0
HER;201002211110;0
HER;201002211120;0
HER;201002211130;0
HER;201002211140;0
HER;201002211150;0
HER;201002211200;0
HER;201002211210;0
HER;201002211220;0
HER;201002211230;0
HER;201002211240;0
HER;201002211250;0
HER;201002211300;0
HER;201002211310;0
HER;201002211320;0
HER;201002211330;0
HER;201002211340;0
HER;201002211350;0
HER;201002211400;0
HER;201002211410;0
HER;201002211420;0
HER;201002211430;0
HER;201002211440;0
HER;201002211450;0
HER;201002211500;0
HER;201002211510;0
HER;201002211520;0
HER;201002211530;0
HER;201002211540;0
HER;201002211550;0
HER;201002211600;0
HER;201002211610;0
HER;201002211620;0
HER;201002211630;0
HER;201002211640;0
HER;201002211650;0
HER;201002211700;0
HER;201002211710;0
HER;201002211720;0
HER;201002211730;0
HER;201002211740;0
HER;201002211750;0
HER;201002211800;0
HER;201002211810;0
HER;201002211820;0
HER;201002211830;0
HER;201002211840;0
HER;201002211850;0
HER;201002211900;0
HER;201002211910;0
HER;201002211920;0
HER;201002211930;0
HER;201002211940;0
HER;201002211950;0
HER;201002212000;0
HER;201002212010;0
HER;201002212020;0
HER;201002212030;0
HER;201002212040;0
HER;201002212050;0
HER;201002212100;0
HER;201002212110;0
HER;201002212120;0
HER;201002212130;0
HER;201002212140;0
HER;201002212150;0
HER;201002212200;0
HER;201002212210;0
HER;201002212220;0
HER;201002212230;0
HER;201002212240;0
HER;201002212250;0
HER;201002212300;0
HER;201002212310;0
HER;201002212320;0
HER;201002212330;0
HER;201002212340;0
HER;201002212350;0
HER;201002220000;0
HER;201002220010;0
HER;201002220020;0
HER;201002220030;0
HER;201002220040;0
HER;201002220050;0
HER;201002220100;0
HER;201002220110;0
HER;201002220120;0
HER;201002220130;0
HER;201002220140;0
HER;201002220150;0
HER;201002220200;0
HER;201002220210;0
HER;201002220220;0
HER;201002220230;0
HER;201002220240;0
HER;201002220250;0
HER;201002220300;0
HER;201002220310;0
HER;201002220320;0
HER;201002220330;0
HER;201002220340;0
HER;201002220350;0
HER;201002220400;0
HER;201002220410;0
HER;201002220420;0
HER;201002220430;0
HER;201002220440;0
HER;201002220450;0
HER;201002220500;0
HER;201002220510;0
HER;201002220520;0
HER;201002220530;0
HER;201002220540;0
HER;201002220550;0
HER;201002220600;0
HER;201002220610;0
HER;201002220620;0
HER;201002220630;0
HER;201002220640;0
HER;201002220650;0
HER;201002220700;0
HER;201002220710;0
HER;201002220720;0
HER;201002220730;0
HER;201002220740;0
HER;201002220750;0
HER;201002220800;0
HER;201002220810;0
HER;201002220820;0
HER;201002220830;0
HER;201002220840;0
HER;201002220850;0
HER;201002220900;0
HER;201002220910;0
HER;201002220920;0
HER;201002220930;0
HER;201002220940;0
HER;201002220950;0
HER;201002221000;0
HER;201002221010;0
HER;201002221020;0
HER;201002221030;0
HER;201002221040;0
HER;201002221050;0
HER;201002221100;0
HER;201002221110;0
HER;201002221120;0
HER;201002221130;0
HER;201002221140;0
HER;201002221150;0
HER;201002221200;0
HER;201002221210;0
HER;201002221220;0
HER;201002221230;0
HER;201002221240;0
HER;201002221250;0
HER;201002221300;0
HER;201002221310;0
HER;201002221320;0
HER;201002221330;0
HER;201002221340;0
HER;201002221350;0
HER;201002221400;0
HER;201002221410;0
HER;201002221420;0
HER;201002221430;0
HER;201002221440;0
HER;201002221450;0
HER;201002221500;0
HER;201002221510;0
HER;201002221520;0
HER;201002221530;0
HER;201002221540;0
HER;201002221550;0
HER;201002221600;0
HER;201002221610;0
HER;201002221620;0
HER;201002221630;0
HER;201002221640;0
HER;201002221650;0
HER;201002221700;0
HER;201002221710;0
HER;201002221720;0
HER;201002221730;0
HER;201002221740;0
HER;201002221750;0
HER;201002221800;0
HER;201002221810;0
HER;201002221820;0
HER;201002221830;0
HER;201002221840;0
HER;201002221850;0
HER;201002221900;0
HER;201002221910;0
HER;201002221920;0
HER;201002221930;0
HER;201002221940;0
HER;201002221950;0
HER;201002222000;0
HER;201002222010;0
HER;201002222020;0
HER;201002222030;0
HER;201002222040;0
HER;201002222050;0
HER;201002222100;0
HER;201002222110;0
HER;201002222120;0
HER;201002222130;0
HER;201002222140;0
HER;201002222150;0
HER;201002222200;0
HER;201002222210;0
HER;201002222220;0
HER;201002222230;0
HER;201002222240;0
HER;201002222250;0
HER;201002222300;0
HER;201002222310;0
HER;201002222320;0
HER;201002222330;0
HER;201002222340;0
HER;201002222350;0
HER;201002230000;0
HER;201002230010;0
HER;201002230020;0
HER;201002230030;0
HER;201002230040;0
HER;201002230050;0
HER;201002230100;0
HER;201002230110;0
HER;201002230120;0
HER;201002230130;0
HER;201002230140;0
HER;201002230150;0
HER;201002230200;0
HER;201002230210;0
HER;201002230220;0
HER;201002230230;0
HER;201002230240;0
HER;201002230250;0
HER;201002230300;0
HER;201002230310;0
HER;201002230320;0
HER;201002230330;0
HER;201002230340;0
HER;201002230350;0
HER;201002230400;0
HER;201002230410;0
HER;201002230420;0
HER;201002230430;0
HER;201002230440;0
HER;201002230450;0
HER;201002230500;0
HER;201002230510;0
HER;201002230520;0
HER;201002230530;0
HER;201002230540;0
HER;201002230550;0
HER;201002230600;0
HER;201002230610;0
HER;201002230620;0
HER;201002230630;0
HER;201002230640;0
HER;201002230650;0
HER;201002230700;0
HER;201002230710;0
HER;201002230720;0
HER;201002230730;0
HER;201002230740;0
HER;201002230750;0
HER;201002230800;0
HER;201002230810;0
HER;201002230820;0
HER;201002230830;0
HER;201002230840;0
HER;201002230850;0
HER;201002230900;0
HER;201002230910;0
HER;201002230920;0
HER;201002230930;0
HER;201002230940;0
HER;201002230950;0
HER;201002231000;0
HER;201002231010;0
HER;201002231020;0
HER;201002231030;0
HER;201002231040;0
HER;201002231050;0
HER;201002231100;0
HER;201002231110;0
HER;201002231120;0
HER;201002231130;0
HER;201002231140;0
HER;201002231150;0
HER;201002231200;0
HER;201002231210;0
HER;201002231220;0
HER;201002231230;0
HER;201002231240;0
HER;201002231250;0
HER;201002231300;0
HER;201002231310;0
HER;201002231320;0
HER;201002231330;0
HER;201002231340;0
HER;201002231350;0
HER;201002231400;0
HER;201002231410;0
HER;201002231420;0
HER;201002231430;0
HER;201002231440;0
HER;201002231450;0
HER;201002231500;0
HER;201002231510;0
HER;201002231520;0
HER;201002231530;0
HER;201002231540;0
HER;201002231550;0
HER;201002231600;0
HER;201002231610;0
HER;201002231620;0
HER;201002231630;0
HER;201002231640;0
HER;201002231650;0
HER;201002231700;0
HER;201002231710;0
HER;201002231720;0
HER;201002231730;0
HER;201002231740;0
HER;201002231750;0
HER;201002231800;0
HER;201002231810;0
HER;201002231820;0
HER;201002231830;0
HER;201002231840;0
HER;201002231850;0
HER;201002231900;0
HER;201002231910;0
HER;201002231920;0
HER;201002231930;0
HER;201002231940;0
HER;201002231950;0
HER;201002232000;0
HER;201002232010;0
HER;201002232020;0
HER;201002232030;0
HER;201002232040;0
HER;201002232050;0
HER;201002232100;0
HER;201002232110;0
HER;201002232120;0.4
HER;201002232130;0.2
HER;201002232140;0.2
HER;201002232150;0
HER;201002232200;0
HER;201002232210;0
HER;201002232220;0
HER;201002232230;0
HER;201002232240;0
HER;201002232250;0
HER;201002232300;0
HER;201002232310;0
HER;201002232320;0
HER;201002232330;0
HER;201002232340;0
HER;201002232350;0
HER;201002240000;0
HER;201002240010;0
HER;201002240020;0
HER;201002240030;0
HER;201002240040;0
HER;201002240050;0
HER;201002240100;0
HER;201002240110;0
HER;201002240120;0
HER;201002240130;0
HER;201002240140;0
HER;201002240150;0
HER;201002240200;0
HER;201002240210;0
HER;201002240220;0
HER;201002240230;0
HER;201002240240;0
HER;201002240250;0
HER;201002240300;0
HER;201002240310;0
HER;201002240320;0
HER;201002240330;0
HER;201002240340;0
HER;201002240350;0
HER;201002240400;0
HER;201002240410;0
HER;201002240420;0
HER;201002240430;0
HER;201002240440;0
HER;201002240450;0
HER;201002240500;0
HER;201002240510;0
HER;201002240520;0
HER;201002240530;0
HER;201002240540;0
HER;201002240550;0
HER;201002240600;0
HER;201002240610;0
HER;201002240620;0
HER;201002240630;0
HER;201002240640;0
HER;201002240650;0
HER;201002240700;0
HER;201002240710;0
HER;201002240720;0
HER;201002240730;0
HER;201002240740;0
HER;201002240750;0
HER;201002240800;0
HER;201002240810;0
HER;201002240820;0
HER;201002240830;0
HER;201002240840;0
HER;201002240850;0
HER;201002240900;0
HER;201002240910;0
HER;201002240920;0
HER;201002240930;0
HER;201002240940;0
HER;201002240950;0
HER;201002241000;0
HER;201002241010;0
HER;201002241020;0
HER;201002241030;0
HER;201002241040;0
HER;201002241050;0
HER;201002241100;0
HER;201002241110;0
HER;201002241120;0
HER;201002241130;0
HER;201002241140;0
HER;201002241150;0
HER;201002241200;0
HER;201002241210;0
HER;201002241220;0
HER;201002241230;0
HER;201002241240;0
HER;201002241250;0
HER;201002241300;0
HER;201002241310;0
HER;201002241320;0
HER;201002241330;0
HER;201002241340;0
HER;201002241350;0
HER;201002241400;0
HER;201002241410;0
HER;201002241420;0
HER;201002241430;0
HER;201002241440;0
HER;201002241450;0
HER;201002241500;0
HER;201002241510;0
HER;201002241520;0
HER;201002241530;0
HER;201002241540;0
HER;201002241550;0
HER;201002241600;0
HER;201002241610;0
HER;201002241620;0
HER;201002241630;0
HER;201002241640;0
HER;201002241650;0
HER;201002241700;0
HER;201002241710;0
HER;201002241720;0
HER;201002241730;0
HER;201002241740;0
HER;201002241750;0
HER;201002241800;0
HER;201002241810;0
HER;201002241820;0
HER;201002241830;0
HER;201002241840;0
HER;201002241850;0
HER;201002241900;0
HER;201002241910;0
HER;201002241920;0
HER;201002241930;0
HER;201002241940;0
HER;201002241950;0
HER;201002242000;0
HER;201002242010;0
HER;201002242020;0
HER;201002242030;0
HER;201002242040;0
HER;201002242050;0
HER;201002242100;0
HER;201002242110;0
HER;201002242120;0
HER;201002242130;0
HER;201002242140;0
HER;201002242150;0
HER;201002242200;0
HER;201002242210;0
HER;201002242220;0
HER;201002242230;0
HER;201002242240;0
HER;201002242250;0
HER;201002242300;0
HER;201002242310;0
HER;201002242320;0
HER;201002242330;0
HER;201002242340;0
HER;201002242350;0
HER;201002250000;0
HER;201002250010;0
HER;201002250020;0
HER;201002250030;0
HER;201002250040;0
HER;201002250050;0
HER;201002250100;0
HER;201002250110;0
HER;201002250120;0
HER;201002250130;0
HER;201002250140;0
HER;201002250150;0
HER;201002250200;0
HER;201002250210;0
HER;201002250220;0
HER;201002250230;0
HER;201002250240;0
HER;201002250250;0
HER;201002250300;0
HER;201002250310;0
HER;201002250320;0
HER;201002250330;0
HER;201002250340;0
HER;201002250350;0
HER;201002250400;0
HER;201002250410;0
HER;201002250420;0
HER;201002250430;0
HER;201002250440;0
HER;201002250450;0
HER;201002250500;0
HER;201002250510;0
HER;201002250520;0
HER;201002250530;0
HER;201002250540;0
HER;201002250550;0
HER;201002250600;0
HER;201002250610;0
HER;201002250620;0
HER;201002250630;0
HER;201002250640;0
HER;201002250650;0
HER;201002250700;0
HER;201002250710;0
HER;201002250720;0
HER;201002250730;0
HER;201002250740;0
HER;201002250750;0
HER;201002250800;0
HER;201002250810;0
HER;201002250820;0
HER;201002250830;0
HER;201002250840;0
HER;201002250850;0
HER;201002250900;0
HER;201002250910;0
HER;201002250920;0
HER;201002250930;0
HER;201002250940;0
HER;201002250950;0
HER;201002251000;0
HER;201002251010;0
HER;201002251020;0
HER;201002251030;0
HER;201002251040;0
HER;201002251050;0
HER;201002251100;0
HER;201002251110;0
HER;201002251120;0
HER;201002251130;0
HER;201002251140;0
HER;201002251150;0
HER;201002251200;0
HER;201002251210;0
HER;201002251220;0
HER;201002251230;0
HER;201002251240;0
HER;201002251250;0
HER;201002251300;0
HER;201002251310;0
HER;201002251320;0
HER;201002251330;0
HER;201002251340;0
HER;201002251350;0
HER;201002251400;0
HER;201002251410;0
HER;201002251420;0
HER;201002251430;0
HER;201002251440;0
HER;201002251450;0
HER;201002251500;0
HER;201002251510;0
HER;201002251520;0
HER;201002251530;0
HER;201002251540;0
HER;201002251550;0
HER;201002251600;0
HER;201002251610;0
HER;201002251620;0
HER;201002251630;0
HER;201002251640;0
HER;201002251650;0
HER;201002251700;0
HER;201002251710;0
HER;201002251720;0
HER;201002251730;0
HER;201002251740;0
HER;201002251750;0
HER;201002251800;0
HER;201002251810;0
HER;201002251820;0
HER;201002251830;0
HER;201002251840;0
HER;201002251850;0
HER;201002251900;0
HER;201002251910;0
HER;201002251920;0
HER;201002251930;0
HER;201002251940;0
HER;201002251950;0
HER;201002252000;0
HER;201002252010;0
HER;201002252020;0
HER;201002252030;0
HER;201002252040;0
HER;201002252050;0
HER;201002252100;0
HER;201002252110;0
HER;201002252120;0
HER;201002252130;0
HER;201002252140;0
HER;201002252150;0
HER;201002252200;0
HER;201002252210;0
HER;201002252220;0
HER;201002252230;0
HER;201002252240;0
HER;201002252250;0
HER;201002252300;0
HER;201002252310;0
HER;201002252320;0
HER;201002252330;0
HER;201002252340;0
HER;201002252350;0
HER;201002260000;0
HER;201002260010;0
HER;201002260020;0
HER;201002260030;0
HER;201002260040;0
HER;201002260050;0
HER;201002260100;0
HER;201002260110;0
HER;201002260120;0
HER;201002260130;0
HER;201002260140;0
HER;201002260150;0
HER;201002260200;0
HER;201002260210;0
HER;201002260220;0
HER;201002260230;0
HER;201002260240;0
HER;201002260250;0
HER;201002260300;0
HER;201002260310;0
HER;201002260320;0
HER;201002260330;0
HER;201002260340;0
HER;201002260350;0
HER;201002260400;0
HER;201002260410;0
HER;201002260420;0
HER;201002260430;0
HER;201002260440;0
HER;201002260450;0
HER;201002260500;0
HER;201002260510;0
HER;201002260520;0
HER;201002260530;0
HER;201002260540;0
HER;201002260550;0
HER;201002260600;0
HER;201002260610;0
HER;201002260620;0
HER;201002260630;0
HER;201002260640;0
HER;201002260650;0
HER;201002260700;0
HER;201002260710;0
HER;201002260720;0
HER;201002260730;0
HER;201002260740;0
HER;201002260750;0
HER;201002260800;0
HER;201002260810;0
HER;201002260820;0
HER;201002260830;0
HER;201002260840;0
HER;201002260850;0
HER;201002260900;0
HER;201002260910;0
HER;201002260920;0
HER;201002260930;0
HER;201002260940;0
HER;201002260950;0
HER;201002261000;0
HER;201002261010;0
HER;201002261020;0
HER;201002261030;0
HER;201002261040;0
HER;201002261050;0
HER;201002261100;0
HER;201002261110;0
HER;201002261120;0
HER;201002261130;0
HER;201002261140;0
HER;201002261150;0
HER;201002261200;0
HER;201002261210;0
HER;201002261220;0
HER;201002261230;0
HER;201002261240;0
HER;201002261250;0
HER;201002261300;0
HER;201002261310;0
HER;201002261320;0
HER;201002261330;0
HER;201002261340;0
HER;201002261350;0
HER;201002261400;0
HER;201002261410;0
HER;201002261420;0
HER;201002261430;0
HER;201002261440;0
HER;201002261450;0
HER;201002261500;0
HER;201002261510;0
HER;201002261520;0
HER;201002261530;0
HER;201002261540;0
HER;201002261550;0
HER;201002261600;0
HER;201002261610;0
HER;201002261620;0
HER;201002261630;0
HER;201002261640;0
HER;201002261650;0
HER;201002261700;0
HER;201002261710;0
HER;201002261720;0
HER;201002261730;0
HER;201002261740;0
HER;201002261750;0
HER;201002261800;0
HER;201002261810;0
HER;201002261820;0
HER;201002261830;0
HER;201002261840;0
HER;201002261850;0
HER;201002261900;0
HER;201002261910;0
HER;201002261920;0
HER;201002261930;0
HER;201002261940;0
HER;201002261950;0
HER;201002262000;0
HER;201002262010;0
HER;201002262020;0
HER;201002262030;0
HER;201002262040;0
HER;201002262050;0
HER;201002262100;0
HER;201002262110;0
HER;201002262120;0
HER;201002262130;0
HER;201002262140;0
HER;201002262150;0
HER;201002262200;0
HER;201002262210;0
HER;201002262220;0
HER;201002262230;0
HER;201002262240;0
HER;201002262250;0
HER;201002262300;0
HER;201002262310;0
HER;201002262320;0
HER;201002262330;0
HER;201002262340;0
HER;201002262350;0
HER;201002270000;0
HER;201002270010;0
HER;201002270020;0
HER;201002270030;0
HER;201002270040;0
HER;201002270050;0
HER;201002270100;0
HER;201002270110;0
HER;201002270120;0
HER;201002270130;0
HER;201002270140;0
HER;201002270150;0
HER;201002270200;0
HER;201002270210;0
HER;201002270220;0
HER;201002270230;0
HER;201002270240;0
HER;201002270250;0
HER;201002270300;0
HER;201002270310;0
HER;201002270320;0
HER;201002270330;0
HER;201002270340;0
HER;201002270350;0
HER;201002270400;0
HER;201002270410;0
HER;201002270420;0
HER;201002270430;0
HER;201002270440;0
HER;201002270450;0
HER;201002270500;0
HER;201002270510;0
HER;201002270520;0
HER;201002270530;0
HER;201002270540;0
HER;201002270550;0
HER;201002270600;0
HER;201002270610;0
HER;201002270620;0
HER;201002270630;0
HER;201002270640;0
HER;201002270650;0
HER;201002270700;0
HER;201002270710;0
HER;201002270720;0
HER;201002270730;0
HER;201002270740;0
HER;201002270750;0
HER;201002270800;0
HER;201002270810;0
HER;201002270820;0
HER;201002270830;0
HER;201002270840;0
HER;201002270850;0
HER;201002270900;0
HER;201002270910;0
HER;201002270920;0
HER;201002270930;0
HER;201002270940;0
HER;201002270950;0
HER;201002271000;0
HER;201002271010;0
HER;201002271020;0
HER;201002271030;0
HER;201002271040;0
HER;201002271050;0
HER;201002271100;0
HER;201002271110;0
HER;201002271120;0
HER;201002271130;0
HER;201002271140;0
HER;201002271150;0
HER;201002271200;0
HER;201002271210;0
HER;201002271220;0
HER;201002271230;0
HER;201002271240;0
HER;201002271250;0
HER;201002271300;0
HER;201002271310;0
HER;201002271320;0
HER;201002271330;0
HER;201002271340;0
HER;201002271350;0
HER;201002271400;0
HER;201002271410;0
HER;201002271420;0
HER;201002271430;0
HER;201002271440;0
HER;201002271450;0
HER;201002271500;0
HER;201002271510;0
