stn; yyyyMMddHHmm; rre150z0
HER;201001080030;0
HER;201001080040;0
HER;201001080050;0
HER;201001080100;0
HER;201001080110;0
HER;201001080120;0
HER;201001080130;0
HER;201001080140;0
HER;201001080150;0
HER;201001080200;0
HER;201001080210;0
HER;201001080220;0
HER;201001080230;0
HER;201001080240;0
HER;201001080250;0
HER;201001080300;0
HER;201001080310;0
HER;201001080320;0
HER;201001080330;0
HER;201001080340;0
HER;201001080350;0
HER;201001080400;0
HER;201001080410;0
HER;201001080420;0
HER;201001080430;0
HER;201001080440;0
HER;201001080450;0
HER;201001080500;0
HER;201001080510;0
HER;201001080520;0
HER;201001080530;0
HER;201001080540;0
HER;201001080550;0
HER;201001080600;0
HER;201001080610;0
HER;201001080620;0
HER;201001080630;0
HER;201001080640;0
HER;201001080650;0
HER;201001080700;0
HER;201001080710;0
HER;201001080720;0
HER;201001080730;0
HER;201001080740;0
HER;201001080750;0
HER;201001080800;0
HER;201001080810;0
HER;201001080820;0
HER;201001080830;0
HER;201001080840;0
HER;201001080850;0
HER;201001080900;0
HER;201001080910;0
HER;201001080920;0
HER;201001080930;0
HER;201001080940;0
HER;201001080950;0
HER;201001081000;0
HER;201001081010;0
HER;201001081020;0
HER;201001081030;0
HER;201001081040;0
HER;201001081050;0
HER;201001081100;0
HER;201001081110;0
HER;201001081120;0
HER;201001081130;0
HER;201001081140;0
HER;201001081150;0
HER;201001081200;0
HER;201001081210;0
HER;201001081220;0
HER;201001081230;0
HER;201001081240;0
HER;201001081250;0
HER;201001081300;0
HER;201001081310;0
HER;201001081320;0
HER;201001081330;0
HER;201001081340;0
HER;201001081350;0
HER;201001081400;0
HER;201001081410;0
HER;201001081420;0
HER;201001081430;0
HER;201001081440;0
HER;201001081450;0
HER;201001081500;0
HER;201001081510;0
HER;201001081520;0
HER;201001081530;0
HER;201001081540;0
HER;201001081550;0
HER;201001081600;0
HER;201001081610;0
HER;201001081620;0
HER;201001081630;0
HER;201001081640;0
HER;201001081650;0
HER;201001081700;0
HER;201001081710;0
HER;201001081720;0
HER;201001081730;0
HER;201001081740;0
HER;201001081750;0
HER;201001081800;0
HER;201001081810;0
HER;201001081820;0
HER;201001081830;0
HER;201001081840;0
HER;201001081850;0
HER;201001081900;0
HER;201001081910;0
HER;201001081920;0
HER;201001081930;0
HER;201001081940;0
HER;201001081950;0
HER;201001082000;0
HER;201001082010;0
HER;201001082020;0
HER;201001082030;0
HER;201001082040;0
HER;201001082050;0
HER;201001082100;0
HER;201001082110;0
HER;201001082120;0
HER;201001082130;0
HER;201001082140;0
HER;201001082150;0
HER;201001082200;0
HER;201001082210;0
HER;201001082220;0
HER;201001082230;0
HER;201001082240;0
HER;201001082250;0
HER;201001082300;0
HER;201001082310;0
HER;201001082320;0
HER;201001082330;0
HER;201001082340;0
HER;201001082350;0
HER;201001090000;0
HER;201001090010;0
HER;201001090020;0
HER;201001090030;0
HER;201001090040;0
HER;201001090050;0
HER;201001090100;0
HER;201001090110;0
HER;201001090120;0
HER;201001090130;0
HER;201001090140;0
HER;201001090150;0
HER;201001090200;0
HER;201001090210;0
HER;201001090220;0
HER;201001090230;0
HER;201001090240;0
HER;201001090250;0
HER;201001090300;0
HER;201001090310;0
HER;201001090320;0
HER;201001090330;0
HER;201001090340;0
HER;201001090350;0
HER;201001090400;0
HER;201001090410;0
HER;201001090420;0
HER;201001090430;0
HER;201001090440;0
HER;201001090450;0
HER;201001090500;0
HER;201001090510;0
HER;201001090520;0
HER;201001090530;0
HER;201001090540;0
HER;201001090550;0
HER;201001090600;0
HER;201001090610;0
HER;201001090620;0
HER;201001090630;0
HER;201001090640;0
HER;201001090650;0
HER;201001090700;0
HER;201001090710;0
HER;201001090720;0
HER;201001090730;0
HER;201001090740;0
HER;201001090750;0
HER;201001090800;0
HER;201001090810;0
HER;201001090820;0
HER;201001090830;0
HER;201001090840;0
HER;201001090850;0
HER;201001090900;0
HER;201001090910;0
HER;201001090920;0
HER;201001090930;0
HER;201001090940;0
HER;201001090950;0
HER;201001091000;0
HER;201001091010;0
HER;201001091020;0
HER;201001091030;0
HER;201001091040;0
HER;201001091050;0
HER;201001091100;0
HER;201001091110;0
HER;201001091120;0
HER;201001091130;0
HER;201001091140;0
HER;201001091150;0
HER;201001091200;0
HER;201001091210;0
HER;201001091220;0
HER;201001091230;0
HER;201001091240;0
HER;201001091250;0
HER;201001091300;0
HER;201001091310;0
HER;201001091320;0
HER;201001091330;0
HER;201001091340;0
HER;201001091350;0
HER;201001091400;0
HER;201001091410;0
HER;201001091420;0
HER;201001091430;0
HER;201001091440;0
HER;201001091450;0
HER;201001091500;0
HER;201001091510;0
HER;201001091520;0
HER;201001091530;0
HER;201001091540;0
HER;201001091550;0
HER;201001091600;0
HER;201001091610;0
HER;201001091620;0
HER;201001091630;0
HER;201001091640;0
HER;201001091650;0
HER;201001091700;0
HER;201001091710;0
HER;201001091720;0
HER;201001091730;0
HER;201001091740;0
HER;201001091750;0
HER;201001091800;0
HER;201001091810;0
HER;201001091820;0
HER;201001091830;0
HER;201001091840;0
HER;201001091850;0
HER;201001091900;0
HER;201001091910;0
HER;201001091920;0
HER;201001091930;0
HER;201001091940;0
HER;201001091950;0
HER;201001092000;0
HER;201001092010;0
HER;201001092020;0
HER;201001092030;0
HER;201001092040;0
HER;201001092050;0
HER;201001092100;0
HER;201001092110;0
HER;201001092120;0
HER;201001092130;0
HER;201001092140;0
HER;201001092150;0
HER;201001092200;0
HER;201001092210;0
HER;201001092220;0
HER;201001092230;0
HER;201001092240;0
HER;201001092250;0
HER;201001092300;0
HER;201001092310;0
HER;201001092320;0
HER;201001092330;0
HER;201001092340;0
HER;201001092350;0
HER;201001100000;0
HER;201001100010;0
HER;201001100020;0
HER;201001100030;0
HER;201001100040;0
HER;201001100050;0
HER;201001100100;0
HER;201001100110;0
HER;201001100120;0
HER;201001100130;0
HER;201001100140;0
HER;201001100150;0
HER;201001100200;0
HER;201001100210;0
HER;201001100220;0
HER;201001100230;0
HER;201001100240;0
HER;201001100250;0
HER;201001100300;0
HER;201001100310;0
HER;201001100320;0
HER;201001100330;0
HER;201001100340;0
HER;201001100350;0
HER;201001100400;0
HER;201001100410;0
HER;201001100420;0
HER;201001100430;0
HER;201001100440;0
HER;201001100450;0
HER;201001100500;0
HER;201001100510;0
HER;201001100520;0
HER;201001100530;0
HER;201001100540;0
HER;201001100550;0
HER;201001100600;0
HER;201001100610;0
HER;201001100620;0
HER;201001100630;0
HER;201001100640;0
HER;201001100650;0
HER;201001100700;0
HER;201001100710;0
HER;201001100720;0
HER;201001100730;0
HER;201001100740;0
HER;201001100750;0
HER;201001100800;0
HER;201001100810;0
HER;201001100820;0
HER;201001100830;0
HER;201001100840;0
HER;201001100850;0
HER;201001100900;0
HER;201001100910;0
HER;201001100920;0
HER;201001100930;0
HER;201001100940;0
HER;201001100950;0
HER;201001101000;0
HER;201001101010;0
HER;201001101020;0
HER;201001101030;0
HER;201001101040;0
HER;201001101050;0
HER;201001101100;0
HER;201001101110;0
HER;201001101120;0
HER;201001101130;0
HER;201001101140;0
HER;201001101150;0
HER;201001101200;0
HER;201001101210;0
HER;201001101220;0
HER;201001101230;0
HER;201001101240;0
HER;201001101250;0
HER;201001101300;0
HER;201001101310;0
HER;201001101320;0
HER;201001101330;0
HER;201001101340;0
HER;201001101350;0
HER;201001101400;0
HER;201001101410;0
HER;201001101420;0
HER;201001101430;0
HER;201001101440;0
HER;201001101450;0
HER;201001101500;0
HER;201001101510;0
HER;201001101520;0
HER;201001101530;0
HER;201001101540;0
HER;201001101550;0
HER;201001101600;0
HER;201001101610;0
HER;201001101620;0
